"loan_id","customer_id","funded_amount","term_months","int_rate","fico_score","dti","purpose","home_ownership","issue_date","risk_tier","loan_status"
"LN123612","CUST213890",20000,60,"16.44",636,"0.25","Debt Consolidation","MORTGAGE","2025-07-30","High Risk","Fully Paid"
"LN123613","CUST212743",5000,36,"10.91",730,"0.05","Debt Consolidation","MORTGAGE","2024-10-07","Low Risk","Fully Paid"
"LN123614","CUST200968",15000,60,"14.13",657,"0.16","Credit Card Refinance","MORTGAGE","2023-11-03","High Risk","Fully Paid"
"LN123615","CUST207762",50000,36,"19.30",581,"0.53","Home Improvement","MORTGAGE","2024-06-19","High Risk","Fully Paid"
"LN123616","CUST204041",10000,60,"13.32",739,"0.32","Debt Consolidation","MORTGAGE","2023-05-18","Low Risk","Fully Paid"
"LN123617","CUST203660",15000,60,"16.54",671,"0.20","Credit Card Refinance","RENT","2024-05-23","Medium Risk","Fully Paid"
"LN123618","CUST210373",15000,60,"14.45",698,"0.30","Debt Consolidation","MORTGAGE","2024-11-23","Medium Risk","Fully Paid"
"LN123619","CUST200051",35000,60,"18.85",677,"0.42","Home Improvement","MORTGAGE","2024-05-14","Medium Risk","Fully Paid"
"LN123620","CUST205362",35000,36,"14.03",736,"0.32","Credit Card Refinance","MORTGAGE","2025-09-25","Low Risk","Fully Paid"
"LN123621","CUST205836",35000,36,"14.64",625,"0.40","Debt Consolidation","RENT","2025-02-28","High Risk","Fully Paid"
"LN123622","CUST213515",10000,60,"15.55",713,"0.15","Home Improvement","OWN","2024-07-02","Medium Risk","Fully Paid"
"LN123623","CUST210169",5000,36,"13.99",745,"0.43","Credit Card Refinance","MORTGAGE","2023-11-17","Low Risk","Fully Paid"
"LN123624","CUST207907",10000,36,"16.27",612,"0.52","Small Business","MORTGAGE","2025-11-21","High Risk","Fully Paid"
"LN123625","CUST209206",20000,36,"16.73",643,"0.13","Home Improvement","OWN","2024-04-16","High Risk","Fully Paid"
"LN123626","CUST202395",20000,36,"15.02",762,"0.38","Credit Card Refinance","OWN","2024-03-26","Low Risk","Fully Paid"
"LN123627","CUST212840",50000,36,"13.79",734,"0.41","Debt Consolidation","MORTGAGE","2023-01-24","Low Risk","Fully Paid"
"LN123628","CUST204469",15000,60,"15.09",639,"0.35","Debt Consolidation","RENT","2024-03-04","High Risk","Fully Paid"
"LN123629","CUST205244",20000,36,"17.34",619,"0.32","Major Purchase","MORTGAGE","2025-01-02","High Risk","Fully Paid"
"LN123630","CUST207942",15000,36,"14.19",694,"0.15","Home Improvement","RENT","2024-05-07","Medium Risk","Fully Paid"
"LN123631","CUST205148",5000,36,"15.59",696,"0.27","Major Purchase","OWN","2025-01-20","Medium Risk","Fully Paid"
"LN123632","CUST209909",15000,60,"17.48",677,"0.32","Debt Consolidation","MORTGAGE","2023-10-05","Medium Risk","Fully Paid"
"LN123633","CUST214471",15000,36,"10.89",796,"0.60","Credit Card Refinance","MORTGAGE","2025-03-24","Low Risk","Fully Paid"
"LN123634","CUST208787",50000,60,"11.93",712,"0.16","Debt Consolidation","RENT","2023-03-27","Medium Risk","Fully Paid"
"LN123635","CUST203278",10000,36,"20.01",637,"0.45","Debt Consolidation","RENT","2025-12-04","High Risk","Fully Paid"
"LN123636","CUST213503",75000,60,"14.40",732,"0.37","Home Improvement","MORTGAGE","2026-01-05","Low Risk","Fully Paid"
"LN123637","CUST213283",15000,60,"13.58",682,"0.08","Home Improvement","RENT","2024-12-09","Medium Risk","Fully Paid"
"LN123638","CUST210582",10000,60,"14.85",646,"0.39","Debt Consolidation","MORTGAGE","2024-01-21","High Risk","Fully Paid"
"LN123639","CUST203084",5000,60,"13.66",725,"0.27","Debt Consolidation","RENT","2024-01-06","Low Risk","Fully Paid"
"LN123640","CUST209791",5000,36,"14.13",753,"0.45","Credit Card Refinance","RENT","2025-08-16","Low Risk","Fully Paid"
"LN123641","CUST209914",15000,60,"11.62",690,"0.29","Debt Consolidation","MORTGAGE","2024-04-29","Medium Risk","Fully Paid"
"LN123642","CUST201973",5000,36,"17.77",631,"0.42","Debt Consolidation","MORTGAGE","2024-08-17","High Risk","Fully Paid"
"LN123643","CUST204844",15000,36,"14.34",685,"0.18","Small Business","RENT","2023-03-03","Medium Risk","Fully Paid"
"LN123644","CUST212017",75000,36,"18.92",632,"0.33","Debt Consolidation","MORTGAGE","2023-07-10","High Risk","Fully Paid"
"LN123645","CUST200993",20000,36,"15.80",691,"0.34","Debt Consolidation","RENT","2023-06-22","Medium Risk","Default"
"LN123646","CUST212051",35000,60,"15.92",717,"0.22","Credit Card Refinance","MORTGAGE","2024-06-04","Medium Risk","Fully Paid"
"LN123647","CUST214497",5000,36,"17.62",581,"0.27","Debt Consolidation","MORTGAGE","2025-09-28","High Risk","Fully Paid"
"LN123648","CUST203194",15000,36,"14.99",715,"0.26","Small Business","MORTGAGE","2024-09-15","Medium Risk","Fully Paid"
"LN123649","CUST208578",10000,36,"18.05",661,"0.42","Debt Consolidation","RENT","2025-07-21","Medium Risk","Default"
"LN123650","CUST213089",35000,36,"14.95",651,"0.28","Debt Consolidation","MORTGAGE","2024-11-04","High Risk","Default"
"LN123651","CUST208260",5000,36,"17.84",613,"0.30","Credit Card Refinance","RENT","2024-07-11","High Risk","Fully Paid"
"LN123652","CUST204628",15000,36,"17.65",626,"0.43","Home Improvement","MORTGAGE","2025-09-29","High Risk","Fully Paid"
"LN123653","CUST204067",15000,60,"15.34",768,"0.36","Major Purchase","RENT","2024-02-18","Low Risk","Fully Paid"
"LN123654","CUST212955",15000,60,"13.49",722,"0.32","Home Improvement","RENT","2025-07-09","Low Risk","Fully Paid"
"LN123655","CUST206161",35000,36,"12.63",744,"0.19","Debt Consolidation","RENT","2025-08-06","Low Risk","Fully Paid"
"LN123656","CUST206931",10000,36,"18.36",637,"0.29","Credit Card Refinance","RENT","2023-03-17","High Risk","Fully Paid"
"LN123657","CUST211480",10000,36,"12.94",769,"0.36","Debt Consolidation","RENT","2024-07-18","Low Risk","Fully Paid"
"LN123658","CUST213412",35000,36,"14.25",676,"0.51","Home Improvement","MORTGAGE","2023-03-23","Medium Risk","Fully Paid"
"LN123659","CUST213971",15000,60,"15.76",640,"0.05","Credit Card Refinance","MORTGAGE","2025-05-04","High Risk","Fully Paid"
"LN123660","CUST200179",15000,36,"14.77",626,"0.25","Debt Consolidation","RENT","2025-07-28","High Risk","Fully Paid"
"LN123661","CUST204886",5000,36,"16.78",627,"0.23","Credit Card Refinance","MORTGAGE","2025-12-29","High Risk","Fully Paid"
"LN123662","CUST204277",35000,36,"12.13",642,"0.21","Debt Consolidation","MORTGAGE","2023-05-19","High Risk","Fully Paid"
"LN123663","CUST203347",75000,36,"17.02",635,"0.09","Home Improvement","OWN","2024-09-26","High Risk","Fully Paid"
"LN123664","CUST202361",20000,36,"12.06",725,"0.41","Debt Consolidation","OWN","2025-01-16","Low Risk","Fully Paid"
"LN123665","CUST204852",35000,36,"14.15",810,"0.38","Debt Consolidation","MORTGAGE","2025-03-08","Low Risk","Fully Paid"
"LN123666","CUST200415",15000,36,"14.77",667,"0.38","Home Improvement","MORTGAGE","2024-11-19","Medium Risk","Fully Paid"
"LN123667","CUST200473",10000,36,"14.56",668,"0.27","Major Purchase","MORTGAGE","2025-09-08","Medium Risk","Fully Paid"
"LN123668","CUST210677",5000,60,"17.89",587,"0.24","Debt Consolidation","MORTGAGE","2025-07-12","High Risk","Default"
"LN123669","CUST210552",20000,60,"17.27",633,"0.18","Home Improvement","RENT","2024-04-22","High Risk","Fully Paid"
"LN123670","CUST212491",15000,60,"17.60",598,"0.35","Credit Card Refinance","MORTGAGE","2025-02-27","High Risk","Fully Paid"
"LN123671","CUST206905",35000,60,"12.07",720,"0.20","Credit Card Refinance","RENT","2023-07-12","Low Risk","Fully Paid"
"LN123672","CUST201290",20000,60,"13.28",776,"0.38","Debt Consolidation","MORTGAGE","2023-03-06","Low Risk","Fully Paid"
"LN123673","CUST206040",75000,36,"16.76",625,"0.17","Debt Consolidation","MORTGAGE","2024-02-15","High Risk","Fully Paid"
"LN123674","CUST207618",15000,36,"15.60",669,"0.48","Small Business","MORTGAGE","2024-05-28","Medium Risk","Fully Paid"
"LN123675","CUST212711",15000,36,"16.69",667,"0.29","Debt Consolidation","RENT","2023-02-13","Medium Risk","Fully Paid"
"LN123676","CUST214907",10000,36,"13.49",714,"0.25","Major Purchase","RENT","2024-12-03","Medium Risk","Fully Paid"
"LN123677","CUST202419",15000,36,"13.68",685,"0.24","Debt Consolidation","MORTGAGE","2025-08-20","Medium Risk","Fully Paid"
"LN123678","CUST207319",35000,36,"13.80",785,"0.44","Credit Card Refinance","RENT","2024-02-26","Low Risk","Fully Paid"
"LN123679","CUST210255",5000,36,"13.53",642,"0.35","Debt Consolidation","RENT","2025-04-02","High Risk","Fully Paid"
"LN123680","CUST206260",75000,36,"14.82",724,"0.55","Debt Consolidation","RENT","2023-07-17","Low Risk","Fully Paid"
"LN123681","CUST209098",75000,36,"14.43",650,"0.43","Credit Card Refinance","MORTGAGE","2023-04-15","High Risk","Fully Paid"
"LN123682","CUST202572",15000,60,"19.63",599,"0.20","Major Purchase","RENT","2025-11-28","High Risk","Fully Paid"
"LN123683","CUST209730",10000,60,"11.54",751,"0.29","Major Purchase","RENT","2023-02-11","Low Risk","Fully Paid"
"LN123684","CUST207277",10000,60,"11.02",773,"0.32","Major Purchase","MORTGAGE","2024-08-23","Low Risk","Fully Paid"
"LN123685","CUST212427",10000,60,"18.49",700,"0.32","Debt Consolidation","MORTGAGE","2023-08-13","Medium Risk","Fully Paid"
"LN123686","CUST205147",5000,36,"18.19",648,"0.46","Credit Card Refinance","MORTGAGE","2025-10-14","High Risk","Fully Paid"
"LN123687","CUST201766",15000,36,"15.71",623,"0.26","Major Purchase","RENT","2024-10-04","High Risk","Fully Paid"
"LN123688","CUST204482",5000,60,"12.95",708,"0.20","Debt Consolidation","RENT","2025-05-29","Medium Risk","Fully Paid"
"LN123689","CUST207471",20000,36,"16.79",573,"0.38","Credit Card Refinance","RENT","2024-07-23","High Risk","Fully Paid"
"LN123690","CUST204522",10000,36,"14.97",723,"0.36","Debt Consolidation","MORTGAGE","2024-03-15","Low Risk","Fully Paid"
"LN123691","CUST203241",5000,60,"16.45",659,"0.23","Debt Consolidation","RENT","2023-03-06","High Risk","Fully Paid"
"LN123692","CUST211572",15000,60,"15.45",658,"0.08","Debt Consolidation","MORTGAGE","2025-08-28","High Risk","Fully Paid"
"LN123693","CUST209938",75000,36,"19.42",626,"0.54","Debt Consolidation","RENT","2023-11-27","High Risk","Fully Paid"
"LN123694","CUST207428",20000,60,"16.12",608,"0.47","Home Improvement","RENT","2023-08-02","High Risk","Fully Paid"
"LN123695","CUST204666",15000,36,"12.74",677,"0.20","Credit Card Refinance","MORTGAGE","2025-10-26","Medium Risk","Fully Paid"
"LN123696","CUST202669",35000,36,"19.28",689,"0.28","Credit Card Refinance","MORTGAGE","2025-11-02","Medium Risk","Fully Paid"
"LN123697","CUST209609",20000,36,"17.00",675,"0.30","Debt Consolidation","OWN","2025-07-23","Medium Risk","Fully Paid"
"LN123698","CUST202106",35000,60,"13.84",734,"0.37","Credit Card Refinance","MORTGAGE","2025-07-18","Low Risk","Fully Paid"
"LN123699","CUST205289",10000,36,"15.76",682,"0.27","Debt Consolidation","MORTGAGE","2023-05-20","Medium Risk","Fully Paid"
"LN123700","CUST200278",35000,60,"14.81",715,"0.25","Debt Consolidation","RENT","2025-05-19","Medium Risk","Fully Paid"
"LN123701","CUST202031",10000,36,"14.92",606,"0.29","Credit Card Refinance","MORTGAGE","2023-07-26","High Risk","Fully Paid"
"LN123702","CUST200859",50000,36,"16.05",657,"0.19","Major Purchase","RENT","2025-03-03","High Risk","Fully Paid"
"LN123703","CUST214218",10000,36,"14.30",754,"0.41","Debt Consolidation","MORTGAGE","2024-10-17","Low Risk","Fully Paid"
"LN123704","CUST205350",50000,36,"14.88",728,"0.37","Credit Card Refinance","RENT","2025-11-02","Low Risk","Fully Paid"
"LN123705","CUST209054",50000,36,"11.52",696,"0.18","Debt Consolidation","RENT","2025-08-05","Medium Risk","Fully Paid"
"LN123706","CUST207817",5000,36,"16.26",661,"0.34","Debt Consolidation","OWN","2024-01-06","Medium Risk","Fully Paid"
"LN123707","CUST206043",75000,60,"17.37",633,"0.22","Debt Consolidation","MORTGAGE","2024-04-19","High Risk","Default"
"LN123708","CUST202323",5000,60,"16.10",653,"0.32","Home Improvement","MORTGAGE","2025-04-20","High Risk","Fully Paid"
"LN123709","CUST205166",10000,36,"12.90",711,"0.06","Debt Consolidation","OWN","2024-05-21","Medium Risk","Fully Paid"
"LN123710","CUST213629",15000,36,"19.97",580,"0.27","Home Improvement","RENT","2024-09-23","High Risk","Default"
"LN123711","CUST211805",75000,36,"13.22",769,"0.46","Small Business","RENT","2023-05-24","Low Risk","Fully Paid"
"LN123712","CUST206145",15000,36,"13.65",741,"0.17","Debt Consolidation","RENT","2023-09-01","Low Risk","Fully Paid"
"LN123713","CUST209014",15000,36,"13.77",740,"0.26","Credit Card Refinance","MORTGAGE","2023-03-07","Low Risk","Fully Paid"
"LN123714","CUST200418",20000,36,"12.55",710,"0.45","Debt Consolidation","RENT","2024-06-24","Medium Risk","Fully Paid"
"LN123715","CUST210304",50000,60,"18.31",685,"0.51","Debt Consolidation","MORTGAGE","2024-11-10","Medium Risk","Fully Paid"
"LN123716","CUST207115",35000,60,"16.74",698,"0.39","Credit Card Refinance","MORTGAGE","2025-06-19","Medium Risk","Fully Paid"
"LN123717","CUST210590",10000,36,"14.94",661,"0.49","Small Business","RENT","2025-05-09","Medium Risk","Fully Paid"
"LN123718","CUST205307",10000,60,"9.99",785,"0.44","Credit Card Refinance","MORTGAGE","2025-07-09","Low Risk","Fully Paid"
"LN123719","CUST206481",5000,36,"16.47",673,"0.09","Major Purchase","OWN","2023-08-15","Medium Risk","Fully Paid"
"LN123720","CUST202917",20000,36,"17.22",656,"0.37","Credit Card Refinance","RENT","2023-10-25","High Risk","Fully Paid"
"LN123721","CUST205352",5000,60,"15.95",666,"0.33","Credit Card Refinance","OWN","2025-02-27","Medium Risk","Fully Paid"
"LN123722","CUST210045",10000,36,"15.92",643,"0.18","Major Purchase","MORTGAGE","2024-11-02","High Risk","Default"
"LN123723","CUST213699",35000,36,"12.00",720,"0.10","Credit Card Refinance","RENT","2025-09-04","Low Risk","Fully Paid"
"LN123724","CUST212461",10000,36,"17.05",654,"0.40","Major Purchase","RENT","2023-11-24","High Risk","Fully Paid"
"LN123725","CUST200566",15000,60,"13.15",673,"0.29","Credit Card Refinance","MORTGAGE","2023-05-17","Medium Risk","Fully Paid"
"LN123726","CUST210546",10000,60,"14.26",746,"0.32","Debt Consolidation","RENT","2023-10-22","Low Risk","Fully Paid"
"LN123727","CUST204636",5000,36,"15.26",733,"0.38","Credit Card Refinance","MORTGAGE","2023-08-29","Low Risk","Fully Paid"
"LN123728","CUST205309",10000,60,"16.34",628,"0.51","Debt Consolidation","MORTGAGE","2023-12-07","High Risk","Fully Paid"
"LN123729","CUST209268",15000,60,"13.64",739,"0.22","Debt Consolidation","OWN","2025-10-01","Low Risk","Fully Paid"
"LN123730","CUST212395",35000,36,"13.49",609,"0.26","Debt Consolidation","RENT","2025-12-29","High Risk","Fully Paid"
"LN123731","CUST209315",10000,36,"16.01",604,"0.26","Small Business","OWN","2025-11-08","High Risk","Fully Paid"
"LN123732","CUST200646",10000,36,"15.21",663,"0.22","Credit Card Refinance","RENT","2025-01-21","Medium Risk","Fully Paid"
"LN123733","CUST214472",35000,36,"12.73",694,"0.52","Small Business","RENT","2023-12-04","Medium Risk","Fully Paid"
"LN123734","CUST208384",35000,36,"17.72",668,"0.42","Debt Consolidation","MORTGAGE","2024-06-12","Medium Risk","Default"
"LN123735","CUST200916",35000,60,"13.81",701,"0.38","Home Improvement","RENT","2023-05-12","Medium Risk","Fully Paid"
"LN123736","CUST211842",50000,60,"15.28",661,"0.37","Major Purchase","RENT","2025-04-08","Medium Risk","Fully Paid"
"LN123737","CUST211752",35000,36,"20.75",577,"0.29","Debt Consolidation","OWN","2023-02-22","High Risk","Fully Paid"
"LN123738","CUST211693",15000,60,"17.28",670,"0.05","Debt Consolidation","RENT","2025-12-21","Medium Risk","Fully Paid"
"LN123739","CUST202161",35000,60,"20.06",603,"0.56","Debt Consolidation","MORTGAGE","2024-08-21","High Risk","Fully Paid"
"LN123740","CUST208138",15000,36,"17.41",680,"0.26","Debt Consolidation","MORTGAGE","2023-07-24","Medium Risk","Fully Paid"
"LN123741","CUST201047",10000,36,"18.12",617,"0.40","Home Improvement","RENT","2024-12-13","High Risk","Fully Paid"
"LN123742","CUST201113",10000,36,"13.67",705,"0.42","Credit Card Refinance","MORTGAGE","2024-11-16","Medium Risk","Fully Paid"
"LN123743","CUST202293",10000,36,"11.62",747,"0.29","Debt Consolidation","OWN","2025-01-23","Low Risk","Fully Paid"
"LN123744","CUST202484",5000,36,"18.87",593,"0.56","Debt Consolidation","MORTGAGE","2024-01-31","High Risk","Fully Paid"
"LN123745","CUST201676",5000,36,"17.26",577,"0.43","Home Improvement","MORTGAGE","2025-08-10","High Risk","Fully Paid"
"LN123746","CUST208566",5000,60,"12.38",664,"0.22","Debt Consolidation","MORTGAGE","2024-04-09","Medium Risk","Fully Paid"
"LN123747","CUST202677",35000,36,"14.76",736,"0.41","Debt Consolidation","OWN","2023-05-07","Low Risk","Fully Paid"
"LN123748","CUST211696",50000,36,"15.67",687,"0.45","Credit Card Refinance","MORTGAGE","2024-07-23","Medium Risk","Fully Paid"
"LN123749","CUST203851",15000,60,"14.10",658,"0.30","Home Improvement","MORTGAGE","2024-03-15","High Risk","Fully Paid"
"LN123750","CUST201506",35000,60,"18.94",626,"0.38","Major Purchase","RENT","2025-07-22","High Risk","Fully Paid"
"LN123751","CUST212365",5000,60,"13.29",716,"0.28","Debt Consolidation","MORTGAGE","2025-05-02","Medium Risk","Fully Paid"
"LN123752","CUST205904",50000,36,"16.94",756,"0.25","Major Purchase","MORTGAGE","2024-02-21","Low Risk","Fully Paid"
"LN123753","CUST205851",15000,36,"19.82",586,"0.32","Debt Consolidation","MORTGAGE","2023-09-11","High Risk","Fully Paid"
"LN123754","CUST205541",5000,36,"16.67",694,"0.32","Debt Consolidation","RENT","2025-12-20","Medium Risk","Fully Paid"
"LN123755","CUST201330",5000,36,"11.41",807,"0.27","Credit Card Refinance","RENT","2024-10-19","Low Risk","Fully Paid"
"LN123756","CUST206761",10000,36,"16.53",649,"0.05","Major Purchase","RENT","2025-01-24","High Risk","Fully Paid"
"LN123757","CUST205630",5000,36,"16.15",670,"0.49","Debt Consolidation","RENT","2025-04-06","Medium Risk","Fully Paid"
"LN123758","CUST212302",10000,60,"15.11",678,"0.46","Home Improvement","OWN","2025-10-08","Medium Risk","Fully Paid"
"LN123759","CUST201140",5000,36,"16.05",659,"0.20","Debt Consolidation","RENT","2023-02-14","High Risk","Fully Paid"
"LN123760","CUST208069",10000,36,"16.75",734,"0.27","Debt Consolidation","RENT","2025-10-06","Low Risk","Default"
"LN123761","CUST206563",10000,36,"12.20",770,"0.19","Debt Consolidation","MORTGAGE","2023-09-10","Low Risk","Fully Paid"
"LN123762","CUST208932",75000,36,"18.34",594,"0.11","Debt Consolidation","RENT","2025-06-10","High Risk","Fully Paid"
"LN123763","CUST201019",10000,36,"15.83",633,"0.18","Debt Consolidation","MORTGAGE","2024-06-07","High Risk","Fully Paid"
"LN123764","CUST208597",10000,60,"11.59",742,"0.32","Debt Consolidation","MORTGAGE","2024-06-06","Low Risk","Fully Paid"
"LN123765","CUST206822",20000,36,"16.34",710,"0.35","Debt Consolidation","MORTGAGE","2023-07-15","Medium Risk","Fully Paid"
"LN123766","CUST210516",35000,36,"15.58",701,"0.19","Home Improvement","RENT","2024-07-08","Medium Risk","Fully Paid"
"LN123767","CUST212939",10000,36,"16.13",714,"0.27","Credit Card Refinance","RENT","2024-09-17","Medium Risk","Fully Paid"
"LN123768","CUST206488",35000,60,"13.96",684,"0.34","Debt Consolidation","MORTGAGE","2023-01-05","Medium Risk","Default"
